Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender
Onew,Lee Jinki,이진기,온유,14/12/1989,SHINee,25/05/2008,SM,South Korea,,177,61,Gwangmyeong,,,M
Taemin,Lee Taemin,이태민,태민,18/07/1993,SHINee,25/05/2008,SM,South Korea,,177,53,Seoul,SuperM,,M
Eunjin,Ma Eunjin,마은진,은진,23/05/1997,Playback,25/06/2015,Coridel,South Korea,,165,49,Wonju,,,F
Hayoung,Lee Hayoung,이하영,하영,3/8/1993,Playback,25/06/2015,Coridel,South Korea,,,,,,,F
Woolim,Hwang Woolim,황우림,우림,29/08/1996,Playback,25/06/2015,Coridel,South Korea,,,,,,,F
Yujin,Seo Yoojin,소유진,유진,18/06/1994,Playback,25/06/2015,Coridel,South Korea,,,,,,,F
Yunji,Lee Yunji,이윤지,윤지,4/4/1992,Playback,25/06/2015,Coridel,South Korea,,,,,,,F
Chahee,Park Sooyoung,박수영,차희,24/03/1996,MELODYDAY,25/09/2019,KD,South Korea,,167,,,,,F
Yein,Ahn Yein,안예인,예인,4/5/1995,MELODYDAY,25/09/2019,KD,South Korea,,168,,,,,F
Yeoeun,Jung Jieun,정지은,여은,25/01/1990,MELODYDAY,25/09/2019,KD,South Korea,,169,,,,,F
Yoomin,Na Yoomin,나유민,유민,29/08/1993,MELODYDAY,25/09/2019,KD,South Korea,,165,,,,,F
Choyeon,Kim Choyeon,김초연,초연,1/8/2001,bugAboo,25/10/2021,A team,South Korea,,164,44,,,,F
Cyan,Lee Chaeeun,이채은,시안,4/4/2001,bugAboo,25/10/2021,A team,South Korea,,,,Sanbon,,,F
Eunchae,Son Eunchae,손은채,은채,6/10/1999,bugAboo,25/10/2021,A team,South Korea,,154,38,Pohang,,,F
Rainie,Chu Chingyu,주칭위,레이니,16/11/2000,bugAboo,25/10/2021,A team,Taiwan,,,,,,,F
Yoona,Ogura Yuuna,오구라 유우나,유우나,13/10/2000,bugAboo,25/10/2021,A team,Japan,,,,Sapporo,,,F
Zin,Jin Hyunbin,진현빈,지인,31/08/2001,bugAboo,25/10/2021,A team,South Korea,,,,,,,F
Gaga,Lee Soobin,이수빈,가가,10/11/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,164,,,,,F
Haeyeon,Lee Taeyeon,이태연,해연,11/1/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,161,,,,,F
Haru,Han Sangsook,한상숙,하루,6/7/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,160,,Bucheon,,,F
Juju,Park Juyoung,박주영,쥬쥬,3/1/1996,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,168,,Changwon,,,F
Kady,Gu Dokyoung,구도경,케이디,7/4/1995,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,168,,Busan,,,F
Taera,Lee Yujin,이유진,태라,12/4/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,161,,Incheon,,,F
Vivian,Park Sunghee,박성희,비비안,8/12/1998,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,,,,,,F
Yeori,Kim Soyeon,김소연,여리,30/05/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,164,,Seoul,,,F
Yoon,Ji Hayoon,지하윤,윤,8/7/1997,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,162,,Busan,,,F
Juntae,Kim Juntae,김준태,준태,4/9/1995,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M
Keonwoo,Kim Keonwoo,김건우,건우,17/12/1996,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M
Minho,Lee Minho,이민호,민호,4/9/1995,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M
Woncheol,Jung Woncheol,정원철,원철,12/1/1996,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M
Woojin,Lee Woojin,이우진,우진,22/11/1996,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M
Cheongeum,Jang Cheongeum,장청음,청음,19/06/1996,Ho1iday,26/04/2013,LOEN,South Korea,,,,,,,F
Dany,Jeon Eunji,전은지,다니,20/01/1998,Ho1iday,26/04/2013,LOEN,South Korea,,,,,,,F
Dokyun,Na Dokyun,나도균,도균,11/2/1991,HISTORY,26/04/2013,LOEN,South Korea,,184,65,Daejeon,,,M
Haru,Lee Yoojeong,이유정,하루,26/02/1997,Ho1iday,26/04/2013,LOEN,South Korea,,164,,,,MyB,F
Heejoo,Jeon Heejoo,전희주,희주,30/11/1996,Ho1iday,26/04/2013,LOEN,South Korea,,,,,,MyB,F
Jaeho,Kim Jaeho,김재호,재호,17/09/1992,HISTORY,26/04/2013,LOEN,South Korea,,174,58,,,,M
Kyungil,Song Kyungil,송경일,경일,28/11/1987,HISTORY,26/04/2013,LOEN,South Korea,,183,72,,,,M
Saebyeok,Shim Jaeyoung,심재영,새벽,9/11/1996,Ho1iday,26/04/2013,LOEN,South Korea,,,,,,,F
Sihyoung,Kim Sihyoung,김시형,시형,15/05/1992,HISTORY,26/04/2013,LOEN,South Korea,,182,63,Busan,,,M
Yijeong,Jang Yijeong,장이정,이정,10/9/1993,HISTORY,26/04/2013,LOEN,South Korea,,173,58,Jinju,,,M
Donghyun,Kim Donghyun,김동현,동현,12/2/1989,Boyfriend,26/05/2011,Starship,South Korea,,178,60,Seoul,,,M
Hyunseong,Shim Hyunseong,심현성,현성,9/6/1993,Boyfriend,26/05/2011,Starship,South Korea,,178,58,Yeongcheon,,,M
Jeongmin,Lee Jeongmin,이정민,정민,1/2/1994,Boyfriend,26/05/2011,Starship,South Korea,,173,60,Suwon,,,M
Kwangmin,Jo Kwangmin,조광민,광민,24/04/1995,Boyfriend,26/05/2011,Starship,South Korea,,180,,Anyang,,,M
Minwoo,No Minwoo,노민우,민우,31/07/1995,Boyfriend,26/05/2011,Starship,South Korea,,174,60,Anyang,,,M
Youngmin,Jo Youngmin,조영민,영민,24/04/1995,Boyfriend,26/05/2011,Starship,South Korea,,180,,Anyang,,,M
Dino,Lee Chan,이찬,디노,11/2/1999,Seventeen,26/05/2015,Pledis,South Korea,,167,54,Iksan,,,M
DK,Lee Seongmin,이석민,도겸,18/02/1997,Seventeen,26/05/2015,Pledis,South Korea,,178,68,Yongin,,,M
Hoshi,Kwon Soonyoung,권순영,호시,15/06/1996,Seventeen,26/05/2015,Pledis,South Korea,,178,63,Namyangju,,,M
Jeonghan,Yoon Jeonghan,윤정한,정한,4/10/1995,Seventeen,26/05/2015,Pledis,South Korea,,175,54,Seoul,,,M
Joshua,Hong Jisoo,홍지수,조슈아,30/12/1995,Seventeen,26/05/2015,Pledis,USA,South Korea,176,63,Los Angeles,,,M
Jun,Weng Junhui,원쥔훼이,준,10/6/1996,Seventeen,26/05/2015,Pledis,China,,180,63,Shenzen,,,M
Mingyu,Kim Mingyu,김민규,민규,6/4/1997,Seventeen,26/05/2015,Pledis,South Korea,,185,65,Anyang,,,M
S.Coups,Choi Seungcheol,최승철,에스.쿱스,8/8/1995,Seventeen,26/05/2015,Pledis,South Korea,,177,63,Daegu,,,M
Seungkwan,Boo Seungkwan,부승관,승관,16/01/1998,Seventeen,26/05/2015,Pledis,South Korea,,172,58,Jeju,,,M
The8,Xu Minghao,쉬밍하오,디에잇,7/11/1997,Seventeen,26/05/2015,Pledis,China,,175,53,Anshan,,,M
Vernon,Choi Hansol,최한솔,버논,18/02/1998,Seventeen,26/05/2015,Pledis,USA,South Korea,176,56,New York,,,M
Wonwoo,Jeon Wonwoo,전원우,원우,17/07/1996,Seventeen,26/05/2015,Pledis,South Korea,,180,57,Changwon,,,M
Woozi,Lee Jihoon,이지훈,우지,22/11/1996,Seventeen,26/05/2015,Pledis,South Korea,,165,54,Busan,,,M
Harin,,,하린,21/11/1995,Lusty,26/06/2019,babaplay,South Korea,,160,43,Seoul,,,F
Isol,,,이솔,1/5/1997,Lusty,26/06/2019,babaplay,South Korea,,166,48,Seoul,,,F
Jinhui,,,진희,21/11/1996,Lusty,26/06/2019,babaplay,South Korea,,160,42,Seongnam,,,F
Yeryung,,,예령,22/06/2002,Lusty,26/06/2019,babaplay,South Korea,,169,49,Busan,,,F
Yoonji,,,윤지,21/07/1998,Lusty,26/06/2019,babaplay,South Korea,,163,45,,,,F
Ahyung,Kang Ahyoung,강아형,아형,27/08/1996,P.O.P,26/07/2017,DWM,South Korea,,,,Pohang,,,F
Haeri,Jung Haeri,정해리,해리,14/01/1997,P.O.P,26/07/2017,DWM,South Korea,,,,Seoul,,,F
Miso,Park Jihyun,박지현,미소,16/09/1996,P.O.P,26/07/2017,DWM,South Korea,,,,Busan,,,F
Seol,Min Jihye,민지혜,설,1/1/1997,P.O.P,26/07/2017,DWM,South Korea,,,,Gunsan,,,F
Yeonha,Ahn Yeonji,안연지,연하,19/05/2000,P.O.P,26/07/2017,DWM,South Korea,,,,Yeondong,,,F
Yeonjoo,Song Yeonjoo,정연주,연주,26/06/1997,P.O.P,26/07/2017,DWM,South Korea,,,,Ansan,,,F
2Soul,Kim Younghoon,김영훈,이솔,10/9/1997,7 O'clock,26/08/2014,Jungle,South Korea,,172,55,,,,M
Andy,Lui Chunyeung,루이쯔양,앤디,6/10/1994,7 O'clock,26/08/2014,Jungle,Hong Kong,,,,,,,M
Heeo,Gwak Heeoh,곽히오,히오,2/5/1994,4TEN,26/08/2014,Jungle,South Korea,,,,,,,F
Hyeji,Jeong Hyeji,정혜지,혜지,2/4/1992,4TEN,26/08/2014,Jungle,South Korea,,,,Seoul,,,F
Hyejin,Baek Hyejin,백혜진,혜진,21/11/1996,4TEN,26/08/2014,Jungle,South Korea,,,,Sacheon,,,F
Hyun,Park Sunghyun,박성현,성현,25/08/1997,7 O'clock,26/08/2014,Jungle,South Korea,,176,58,Suwon,,,M
Jeonggyu,Lim Jeonggyu,임정규,정규,5/11/1997,7 O'clock,26/08/2014,Jungle,South Korea,,181,62,,,,M
Rui,Jang Rui,장루이,루이,7/3/2000,7 O'clock,26/08/2014,Jungle,South Korea,,178,63,Seoul,,,M
Taeyoung,Kim Taeyoung,김태영,태영,18/06/1999,7 O'clock,26/08/2014,Jungle,South Korea,,,,,,,M
Yoon,Heo Yoon,허윤,윤,23/09/1994,4TEN,26/08/2014,Jungle,South Korea,,,,,,,F
Ahyoon,Choi Subin,최수빈,아윤,23/10/2004,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,,F
Cui Xiang,Cui Xiang,최상,최상,26/01/1995,BOTOPASS,26/08/2020,WKS ENE,China,,,,,,ILUV,F
Harin,Seo Harin,서하린,하린,7/12/2000,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,,F
Jiwon,Park Jiwon,박지원,지원,17/03/1997,BOTOPASS,26/08/2020,WKS ENE,South Korea,,165,45,,,ILUV,F
Mihee,Lee Mihee,이미희,미희,24/08/2000,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,,F
Ria,Kuwayama Ria,쿠와야마 리아,리아,3/2/1998,BOTOPASS,26/08/2020,WKS ENE,Japan,,,,,,,F
Seoyoon,Kim Suyoung,김수영,서윤,26/01/1995,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,ILUV,F
Shiho,Kwon Subin,권수빈,시호,22/08/2001,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,,F
Alex,Alexander Schmidt Lee,알렉산더 슈미트 리,알렉스,6/10/2004,DRIPPIN,26/10/2020,Woollim,Germany,South Korea,180,,,,,M
Changuk,Joo Changuk,주창욱,창욱,25/07/2001,DRIPPIN,26/10/2020,Woollim,South Korea,,184,59,,,,M
Dongyun,Kim Dongyun,김동윤,동윤,18/02/2002,DRIPPIN,26/10/2020,Woollim,South Korea,,177,61,,,,M
Junho,Cha Junho,차준호,준호,9/7/2002,DRIPPIN,26/10/2020,Woollim,South Korea,,178,63,,,X1,M
Lee Hyeop,Lee Hyeop,이협,이협,13/08/1999,DRIPPIN,26/10/2020,Woollim,South Korea,,177,57,,,,M
Minseo,Kim Minseo,김민서,민서,13/05/2002,DRIPPIN,26/10/2020,Woollim,South Korea,,177,53,,,,M
Yunseong,Hwang Yunseong,황윤성,윤성,30/10/2000,DRIPPIN,26/10/2020,Woollim,South Korea,Seoul,181,60,,,,M
Daehyun,Jung Daehyun,정대현,대현,28/06/1993,B.A.P,27/01/2012,TS,South Korea,,177,63,Busan,,,M
Himchan,Kim Himchan,김힘찬,힘찬,19/04/1990,B.A.P,27/01/2012,TS,South Korea,,180,69,Seoul,,,M
Jongup,Moon Jongup,문종업,종업,6/2/1995,B.A.P,27/01/2012,TS,South Korea,,176,66,Seoul,,,M
Yongguk,Bang Yongguk,방용국,용국,31/03/1990,B.A.P,27/01/2012,TS,South Korea,,182,60,Incheon,,,M
Youngjae,Yoo Youngjae,유영재,영재,24/01/1994,B.A.P,27/01/2012,TS,South Korea,,178,65,Seoul,,,M
Zelo,Choi Junhong,최준홍,젤로,15/10/1996,B.A.P,27/01/2012,TS,South Korea,,182,63,Mokpo,,,M
Hyunuk,Han Hyunuk,한현욱,현욱,26/09/1994,IN2IT,27/01/2016,Star Empire,South Korea,,179,63,,,,M
Inho,Hwang Inho,황인호,인호,21/06/1993,IN2IT,27/01/2016,Star Empire,South Korea,,177,58,,,,M
Inpyo,Lee Inpyo,이인표,인표,14/08/1995,IN2IT,27/01/2016,Star Empire,South Korea,,182,66,,,,M
Isaac,Voo Isaak,부 아이젝,아이젝,12/12/1994,IN2IT,27/01/2016,Star Empire,Malaysia,,176,56,,,,M
Jiahn,Yoo Jiahn,유지안,지안,1/4/1992,IN2IT,27/01/2016,Star Empire,South Korea,,176,57,,,,M
Sunghyun,Kim Sunghyun,김성현,성현,16/03/1996,IN2IT,27/01/2016,Star Empire,South Korea,,186,71,,,,M
Yeontae,Jeong Yeontae,정연태,연태,6/7/1992,IN2IT,27/01/2016,Star Empire,South Korea,,178,58,,,,M
Bic,Nam Seungmin,남승민,빅,25/04/2001,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M
Castle J,Son Sangjoon,손성준,캐슬제이,31/05/1999,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M
Huijun,Noh Huijun,노휘준,휘준,7/10/2003,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M
Minjae,Song Minjae,송민재,민재,23/08/2003,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M
Win,Bang Junhyuk,방준혁,윈,19/12/2004,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M
BC,Jin Sungho,진성호,비시,18/07/1994,1TEAM,27/03/2019,LiveWorks,South Korea,,,,,,,M
Junghoon,Lee Junghoon,이정훈,정훈,4/7/2000,1TEAM,27/03/2019,LiveWorks,South Korea,,,,,,,M
Rubin,Lee Haejoon,이해준,루빈,16/08/1995,1TEAM,27/03/2019,LiveWorks,South Korea,,,,,,,M
Eson,Kim Jungmin,김정민,이슨,28/12/1996,We In The Zone,27/05/2019,Choon,South Korea,USA,177,63,Honolulu,,,M
Jooan,Im Jimyoung,임지명,주안,4/10/1996,We In The Zone,27/05/2019,Choon,South Korea,,173,58,Dongtan,,,M
Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,6/1/1998,We In The Zone,27/05/2019,Choon,South Korea,,175,60,Suncheon,,,M
Min,Lee Mincheon,이민천,민,16/10/1997,We In The Zone,27/05/2019,Choon,South Korea,,171,50,Seoul,,,M
Shihyun,Kim Shihyun,김시현,시현,6/5/1998,We In The Zone,27/05/2019,Choon,South Korea,,,,Changwon,,,M
Duna,Kang Duna,강두나,두나,28/04/2005,CSR,27/07/2022,A2Z,South Korea,,,,Gangwon,,,F
Geumhee,Han Geumhee,한금희,금희,4/3/2005,CSR,27/07/2022,A2Z,South Korea,,,,Incheon,,,F
Hyunjun,Bae Hyunjun,배현준,현준,6/6/2003,ATBO,27/07/2022,IST,South Korea,,180,,Seoul,,,M
Junmin,Ryu Junmin,류준민,준민,5/4/2003,ATBO,27/07/2022,IST,South Korea,,172,,Jinju,,,M
Junseok,Oh Junseok,오준석,준석,3/3/2003,ATBO,27/07/2022,IST,South Korea,,174,,Jeju,,,M
Rakwon,Seok Rakwon,석락원,락원,14/11/2003,ATBO,27/07/2022,IST,South Korea,,172,,Seoul,,,M
Seoyeon,Ahn Seoyeon,안서연,서연,26/03/2005,CSR,27/07/2022,A2Z,South Korea,,,,Bucheon,,,F
Seunghwan,Jeong Seunghwan,정승환,승환,27/01/2004,ATBO,27/07/2022,IST,South Korea,,177,,Busan,,,M
Sihyeon,Hwang Sihyeon,황시현,시현,12/3/2005,CSR,27/07/2022,A2Z,South Korea,,,,Uijeongbu,,,F
Sua,Yoo Sua,유수아,수아,23/07/2005,CSR,27/07/2022,A2Z,South Korea,,,,Anyang,,,F
Won Bin,Won Bin,원빈,원빈,1/7/2004,ATBO,27/07/2022,IST,South Korea,,183,,Gyeonggi,,,M
Yeham,Gu Yeham,구예함,예함,7/10/2005,CSR,27/07/2022,A2Z,South Korea,,,,Pyeongtaek,,,F
Yeonkyu,Kim Yeonkyu,김연규,연규,3/5/2004,ATBO,27/07/2022,IST,South Korea,,171,,Seoul,,,M
Yuna,Iimura Yuna,이이무라 유나,유나,23/04/2005,CSR,27/07/2022,A2Z,Japan,,,,Ibaraki,,,F
Haein,Yeom Haein,염해인,해인,19/05/1995,LABOUM,27/08/2014,NH,South Korea,,162,45,Ojeonggu,,,F
Solbin,Ahn Solbin,안솔빈,솔빈,19/08/1997,LABOUM,27/08/2014,NH,South Korea,,169,52,Ojeonggu,,,F
Soyeon,Jung Soyeon,정소연,소연,4/5/1994,LABOUM,27/08/2014,NH,South Korea,,161,44,Gwangju,,,F
ZN,Bae Jinye,배진예,지엔,9/6/1994,LABOUM,27/08/2014,NH,South Korea,,169,48,Bucheon,UNI.T,,F
Chaejin,Chae Jinseok,채진석,채진,26/12/1995,MYNAME,27/10/2011,H2,South Korea,,,,Seoul,,,M
Gunwoo,Lee Gunwoo,이건우,건우,30/01/1989,MYNAME,27/10/2011,H2,South Korea,,,,Daejeon,,,M
Insoo,Kang Insoo,강인수,인수,10/3/1988,MYNAME,27/10/2011,H2,South Korea,,,,Suwon,,,M
JunQ,Kang Junkyu,강준규,준규,9/8/1993,MYNAME,27/10/2011,H2,South Korea,,,,Uljeongbu,,,M
Seyong,Kim Seyong,김세용,세용,20/11/1991,MYNAME,27/10/2011,H2,South Korea,,,,Busan,,,M
Jisoo,Jung Jisoo,정지수,지수,22/11/2003,Busters,27/11/2017,JTG,South Korea,,,,,,,F
Minji,Kim Minji,김민지,민지,16/01/2001,Busters,27/11/2017,JTG,South Korea,,,,,,,F
Dain,Jung Dain,정다인,다인,15/12/2004,HOT ISSUE,28/04/2021,FNC,South Korea,,,,,,,F
Dana,Jang Dana,장다나,다나,25/12/2003,HOT ISSUE,28/04/2021,FNC,South Korea,,,,,,,F
Hyeongshin,Kim Hyungshin,김형신,형신,3/5/2002,HOT ISSUE,28/04/2021,FNC,South Korea,,,,,,,F
Mayna,Shaoxi Mengna,,메이나,12/5/2000,HOT ISSUE,28/04/2021,FNC,China,Romania,170,47,,,,F
Nahyun,Kang Nahyun,강나현,나현,25/01/2002,HOT ISSUE,28/04/2021,FNC,South Korea,,,,,,,F
Yebin,Kim Yebin,김예빈,예빈,1/11/2004,HOT ISSUE,28/04/2021,FNC,South Korea,,,,,,,F
Yewon,Park Yewon,박예원,예원,11/1/2004,HOT ISSUE,28/04/2021,FNC,South Korea,,,,,,,F
Junji,Kim Junhyung,김준형,준지,6/4/1998,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M
KB,Shin Kyubin,신규빈,규빈,23/04/1994,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M
Mill,Lee Yongsoo,이용수,밀,30/03/1999,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M
Nine,Jung Wookjin,정욱진,나인,13/12/1999,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M
Rie,Lee Seungho,이성호,리에,6/11/1996,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M
Yoojung,Lee Taeyeop,이태엽,유정,19/05/1997,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M
Jun,Lee Junyoung,이준영,준,22/01/1997,U-KISS,28/06/2014,NH Media,South Korea,,,,,,,M
Haebin,Han Haebin,한해빈,해빈,16/08/1995,Gugudan,28/06/2016,Jellyfish,South Korea,,,,,,,F
Hana,Shin Bora,신보라,하나,30/04/1993,Gugudan,28/06/2016,Jellyfish,South Korea,,,,,,,F
Mimi,Jung Mimi,정미미,미미,1/1/1993,Gugudan,28/06/2016,Jellyfish,South Korea,,163,,,,,F
Mina,Kang Mina,강미나,미나,4/12/1999,Gugudan,28/06/2016,Jellyfish,South Korea,,162,48,Icheon,Gugudan Oguogu,I.O.I,F
Nayoung,Kim Nayoung,김나영,나영,23/11/1995,Gugudan,28/06/2016,Jellyfish,South Korea,,169,50,,,,F
Sally,Liu Xiening,류셰닝,샐리,23/10/1996,Gugudan,28/06/2016,Jellyfish,China,,,,Guangdong,,,F
Sejeong,Kim Sejeong,김세정,세정,28/08/1996,Gugudan,28/06/2016,Jellyfish,South Korea,,164,48,,,I.O.I,F
Soyee,Jang Sojin,장소진,소이,21/11/1996,Gugudan,28/06/2016,Jellyfish,South Korea,,,,,,,F
Eli,Ellison Kim,엘리슨 킴,일라이,13/03/1991,U-KISS,28/08/2008,NH Media,USA,South Korea,,,Los Angeles,,,M
Hoon,Yeo Hoonmin,여훈민,훈,16/08/1991,U-KISS,28/08/2008,NH Media,South Korea,,,,Namyangju,,,M
Kevin,Christopher Woo,크리스토퍼 우,케빈,25/11/1991,U-KISS,28/08/2008,NH Media,USA,South Korea,,,Los Angeles,,,M
Kiseop,Lee Kiseop,이기섭,기섭,17/01/1991,U-KISS,28/08/2008,NH Media,South Korea,,,,Seongnam,,,M
Soohyun,Shin Soohyun,신수현,수현,11/3/1989,U-KISS,28/08/2008,NH Media,South Korea,,,,Pocheon,,,M
Gayoung,Kim Gayoung,김가영,가영,2/12/1991,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F
Hyeoeun,Lee Hyoeun,이효은,효은,16/03/1993,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F
Jeonyul,Jeon Yuri,전유리,전율,20/03/1994,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F
Minhee,Joo Minhee,주민희,민희,3/1/1993,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F
Bomin,Choi Bomin,최보민,보민,24/08/2000,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Daeyeol,Lee Daeyeol,이대열,대열,11/2/1993,Golden Child,28/08/2017,Woollim,South Korea,,,,Yongin,,,M
Donghyun,Kim Donghyun,김동현,동현,23/02/1999,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Jaehyun,Bong Jaehyun,봉재현,재현,4/1/1999,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Jangjun,Lee Jangjun,이장준,장준,3/3/1997,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Jibeom,Kim Jibeom,김지범,지범,3/2/1999,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Joochan,Hong Joochan,홍주찬,주찬,31/07/1999,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Seungmin,Bae Seungmin,배승민,승민,13/10/1998,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
TAG,Son Youngtaek,손영택,태그,13/04/1998,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Y,Choi Sungyoon,최성윤,와이,31/07/1995,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Bokeun,Kim Bokeun,김복은,복은,12/10/1994,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,,M
Gihwan,Kim Gihwan,김기환,기환,24/11/1993,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,,M
Kyuhwan,Lee Kyuhwan,이규환,규환,18/09/1994,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,E7,M
Youngho,Noh Youngho,노영호,영호,24/03/1993,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,,M
Arang,Park Yerim,박예림,아랑,22/01/2001,Pink Fantasy,28/10/2018,My Doll,South Korea,,167,49,,,,F
Daewang Nim,Daewang Nim,대왕님,대왕님,8/4/1996,Pink Fantasy,28/10/2018,My Doll,South Korea,,162,49,,,,F
Harin,Park Guenhye,박근혜,하린,26/05/2000,Pink Fantasy,28/10/2018,My Doll,South Korea,,164,48,,,,F
Heesun,Park Heesun,박희선,희선,25/01/2005,Pink Fantasy,28/10/2018,My Doll,South Korea,,162,45,,,,F
Miku,Katae Miku,카타에 미쿠,미쿠,9/10/2002,Pink Fantasy,28/10/2018,My Doll,Japan,,,,,,,F
Momoka,Matsuda Momoka,마쓰다 모모카,모모카,26/12/2000,Pink Fantasy,28/10/2018,My Doll,Japan,,152,,,,,F
Seea,Kang Eunyoung,강은영,시아,21/08/1994,Pink Fantasy,28/10/2018,My Doll,South Korea,,160,43,,,,F
Yechan,Kim Yechan,김예찬,예찬,26/11/1995,Pink Fantasy,28/10/2018,My Doll,South Korea,,159,45,,,,F
Intak,Hwang Intak,황인탁,인탁,31/08/2003,P1Harmony,28/10/2020,FNC,South Korea,,,,,,,M
Jiung,Choi Jiwoong,최지웅,지웅,7/10/2001,P1Harmony,28/10/2020,FNC,South Korea,,,,,,,M
Jongseob,Kim Jongseob,김종섭,종섭,19/11/2005,P1Harmony,28/10/2020,FNC,South Korea,,173,,,,,M
Keeho,Yoon Kiho,윤기호,기호,27/09/2001,P1Harmony,28/10/2020,FNC,Canada,,,,,,,M
Soul,Haku Shota,하쿠 쇼타,소울,1/2/2005,P1Harmony,28/10/2020,FNC,Japan,,,,,,,M
Theo,Choi Taeyang,최태양,태오,1/7/2001,P1Harmony,28/10/2020,FNC,South Korea,,,,,,,M
Gyuri,Park Gyuri,박규리,규리,21/05/1988,KARA,29/03/2007,DSP,South Korea,,,,Seoul,,,F
Hara†,Koo Hara,구하라,하라,13/01/1991,KARA,29/03/2007,DSP,South Korea,,,,Gwangju,,,F
Nicole,Nicole Jung,정니콜,니콜,7/10/1991,KARA,29/03/2007,DSP,South Korea,USA,,,Los Angeles,,,F
Seungyeon,Han Seungyeon,한승연,승연,24/07/1988,KARA,29/03/2007,DSP,South Korea,,,,Seoul,,,F
Jiyoung,Kang Jiyoung,강지영,지영,18/01/1994,KARA,29/03/2008,DSP,South Korea,,,,Paju,,,F
Eunjung,Ham Eunjung,함은정,은정,12/12/1988,T-ara,29/07/2009,MBK,South Korea,,167,47,Seoul,,,F
Hyomin,Park Sunyoung,박선영,효민,30/05/1989,T-ara,29/07/2009,MBK,South Korea,,167,43,Busan,,,F
Jiyeon,Park Jiyeon,박지연,지연,7/6/1993,T-ara,29/07/2009,MBK,South Korea,,167,45,Seoul,,,F
Qri,Lee Jihyun,이지현,큐리,12/12/1986,T-ara,29/07/2009,MBK,South Korea,,162,44,Goyang,,,F
BM,Matthew Kim,매튜김,비엠,20/10/1992,KARD,29/07/2017,DSP,South Korea,,,,,,,M
J.seph,Kim Taehyung,김태형,제이셉,21/06/1992,KARD,29/07/2017,DSP,South Korea,USA,,,,,,M
Jiwoo,Jeon Jiwoo,전지우,지우,4/10/1996,KARD,29/07/2017,DSP,South Korea,,,,,,,F
Somin,Jeon Somin,전소민,소민,22/08/1996,KARD,29/07/2017,DSP,South Korea,,,,Seoul,,April,F
Han Hyeri,Han Hyeri,한혜리,한혜리,24/08/1997,I.B.I,29/10/2014,Star Crew,South Korea,,159,42,Gwangmyeong,,,F
